nflId,position,displayName
48512,C,Ryan Bates
48513,G,Nate Herbig
48514,G,Iosua Opeta
48516,ILB,T.J. Edwards
48520,DT,Anthony Rush
48530,WR,Stanley Morgan
48537,DE,Carl Granderson
48541,WR,Lil'Jordan Humphrey
48544,DT,Shy Tuttle
48555,OLB,Luke Gifford
48556,WR,Jalen Guyton
48566,DE,Daniel Wise
48576,WR,Jason Moore
48580,TE,Matt Sokol
48581,SS,Roderic Teamer
48588,MLB,Jordan Kunaszyk
48601,WR,Tyron Johnson
48646,WR,Greg Dortch
48657,WR,Jeff Smith
48669,NT,Isaiah Mack
48680,WR,Tom Kennedy
48683,TE,Joe Fortson
48700,TE,Jesper Horsted
48707,RB,Craig Reynolds
48723,TE,Parker Hesse
48766,TE,Kendall Blanton
48770,DT,Marquise Copeland
48772,ILB,Jake Gervase
48780,ILB,Troy Reeder
48786,T,Chandler Brewer
48988,WR,Gunner Olszewski
49410,FS,Jalen Thompson
52272,CB,Dee Alford
52409,QB,Joe Burrow
52411,CB,Jeff Okudah
52412,T,Andrew Thomas
52413,QB,Tua Tagovailoa
52414,QB,Justin Herbert
52415,DE,Derrick Brown
52416,DB,Isaiah Simmons
52417,CB,C.J. Henderson
52418,T,Jedrick Wills
52421,T,Tristan Wirfs
52422,DT,Javon Kinlaw
52423,WR,Jerry Jeudy
52424,CB,A.J. Terrell
52425,WR,CeeDee Lamb
52426,T,Austin Jackson
52428,OLB,K'Lavon Chaisson
52429,WR,Jalen Reagor
52430,WR,Justin Jefferson
52431,ILB,Kenneth Murray
52432,G,Cesar Ruiz
52433,WR,Brandon Aiyuk
52434,QB,Jordan Love
52435,ILB,Jordyn Brooks
52436,ILB,Patrick Queen
52438,CB,Noah Igbinoghene
52440,RB,Clyde Edwards-Helaire
52441,WR,Tee Higgins
52442,WR,Michael Pittman
52443,RB,D'Andre Swift
52444,FS,Xavier McKinney
52445,FS,Kyle Dugger
52446,OLB,Yetur Gross-Matos
52447,G,Robert Hunt
52448,DT,Ross Blacklock
52449,RB,Jonathan Taylor
52450,WR,Laviska Shenault
52451,TE,Cole Kmet
52452,SS,Grant Delpit
52453,FS,Antoine Winfield
52454,WR,K.J. Hamler
52456,OLB,Darrell Taylor
52457,WR,Chase Claypool
52458,CB,Jaylon Johnson
52459,CB,Trevon Diggs
52460,RB,Cam Akers
52461,QB,Jalen Hurts
52462,DE,A.J. Epenesa
52463,RB,J.K. Dobbins
52464,NT,Raekwon Davis
52465,WR,Van Jefferson
52466,G,Ezra Cleveland
52467,WR,Denzel Mims
52468,OLB,Josh Uche
52469,CB,Kristian Fulton
52470,RB,A.J. Dillon
52471,OLB,Willie Gay
52472,FS,Jeremy Chinn
52473,ILB,Logan Wilson
52474,RB,Antonio Gibson
52475,OLB,Julian Okwara
52476,SS,Ashtyn Davis
52477,G,Damien Lewis
52478,SS,Brandon Jones
52479,DT,Justin Madubuike
52480,G,Josh Jones
52481,DT,Davon Hamilton
52482,OLB,Zack Baun
52483,G,Jonah Jackson
52484,RB,Ke'Shawn Vaughn
52485,CB,Michael Ojemudia
52486,C,Matt Hennessy
52488,WR,Lynn Bowden
52489,WR,Bryan Edwards
52490,DT,Neville Gallimore
52491,C,Lloyd Cushenberry
52492,OLB,Terrell Lewis
52493,FS,Julian Blackmon
52494,RB,Zack Moss
52495,OLB,Anfernee Jennings
52496,DT,Jordan Elliott
52497,CB,Cameron Dantzler
52498,DE,Jonathan Greenard
52499,TE,Devin Asiasi
52500,WR,Devin Duvernay
52502,TE,Josiah Deguara
52505,MLB,Jacob Phillips
52506,OLB,Malik Harrison
52510,OLB,Alex Highsmith
52512,FS,Terrell Burgess
52513,TE,Adam Trautman
52514,T,Tyre Phillips
52515,OLB,Akeem Davis-Gaither
52516,T,Saahdiq Charles
52517,G,John Simpson
52518,CB,Darnay Holmes
52520,RB,Joshua Kelley
52522,DT,Leki Fotu
52523,TE,Harrison Bryant
52524,G,Ben Bartch
52525,OLB,D.J. Wonnum
52526,TE,Albert Okwuegbunam
52527,ILB,Mykal Walker
52529,G,Logan Stenberg
52530,QB,Jacob Eason
52534,T,Charlie Heck
52535,SS,K'Von Wallace
52536,WR,Gabe Davis
52538,NT,James Lynch
52539,NT,Rashard Lawrence
52540,ILB,Troy Dye
52541,TE,Colby Parkinson
52542,FS,Jaylinn Hawkins
52543,G,Kevin Dotson
52544,TE,Brycen Hopkins
52545,CB,Josiah Scott
52546,CB,L'Jarius Sneed
52547,CB,Amik Robertson
52551,G,Ben Bredeson
52552,RB,DeeJay Dallas
52553,T,Jack Driscoll
52554,C,Tyler Biadasz
52557,G,Danny Pinter
52561,T,Colton McKivitz
52563,OLB,Trevis Gipson
52566,CB,Bryce Hall
52569,WR,Tyler Johnson
52570,MLB,Khaleke Hudson
52571,CB,Kindle Vildor
52574,WR,Quintez Cephus
52578,DT,Broderick Washington
52581,WR,Darnell Mooney
52582,DT,Larrell Murchison
52584,WR,K.J. Osborn
52585,DE,Michael Danna
52588,G,Hakeem Adeniji
52590,G,Michael Onwenu
52592,DT,Bravvion Roy
52594,SS,Alohi Gilman
52595,WR,Donovan Peoples-Jones
52598,TE,Charlie Woerner
52600,G,Jon Runyan
52603,T,Justin Herron
52607,SS,Jordan Fuller
52608,WR,Quez Watkins
52609,WR,James Proche
52611,T,Blake Brandel
52613,SS,Josh Metellus
52614,TE,Tyler Davis
52615,WR,Isaiah Hodgins
52616,C,Jake Hanson
52618,T,Prince Tega Wanogho
52619,CB,Isaiah Rodgers
52620,WR,Dezmon Patmon
52623,ILB,Markus Bailey
52624,SS,Kamren Curl
52625,WR,Jauan Jennings
52627,SS,Geno Stone
52630,RB,Eno Benjamin
52637,DE,James Smith-Williams
52640,DT,Carlos Davis
52641,DE,Casey Toohill
52647,CB,Dane Jackson
52650,OLB,Jonathan Garvin
52651,CB,Chris Jackson
52658,T,Tremayne Anchrum
52659,TE,Stephen Sullivan
52660,WR,Tyrie Cleveland
52662,OLB,Derrek Tuszka
52663,ILB,Tae Crowder
52665,DT,Malcolm Roach
52666,T,Calvin Throckmorton
52673,TE,Mitchell Wilcox
52697,CB,James Pierre
52706,ILB,Jonas Griffith
52708,RB,Jamycal Hasty
52721,WR,Binjimen Victor
52725,TE,Ben Ellefson
52733,RB,James Robinson
52743,DT,Benito Jones
52759,DT,Chris Williams
52762,RB,Tony Jones
52764,CB,Essang Bassey
52766,WR,Kendall Hinton
52778,WR,Andre Baccellia
52792,DT,Tershawn Wharton
52797,OLB,Joe Bachie
52835,DT,Michael Hoecht
52844,ILB,Christian Rozeboom
52846,DT,Jonah Williams
52848,DE,Myles Adams
52852,FS,Myles Hartsfield
52858,TE,Giovanni Ricci
52863,ILB,Krys Barnes
52873,DE,Delontae Scott
52894,C,Trystan Colon
52904,CB,Elijah Riley
52907,TE,Noah Togiai
52913,FS,Bobby Price
52922,RB,Salvon Ahmed
52932,OLB,Ladarius Hamilton
52934,TE,Sean McKeon
52938,T,Terence Steele
52942,TE,Juwan Johnson
52945,CB,Jace Whittaker
52952,DE,Benning Potoa'e
52971,OLB,Jamir Jones
52980,FS,Juju Hughes
52991,CB,Myles Bryant
53000,RB,J.J. Taylor
53009,G,Nick Leverett
53018,CB,A.J. Green
53027,G,Brandon Walton
53041,RB,Rico Dowdle
53047,TE,Lawrence Cager
53050,DT,Domenique Davis
53051,CB,Javelin Guidry
53053,DE,Bryce Huff
53054,CB,Lamar Jackson
53059,ILB,Kristian Welch
53063,G,Aaron Brewer
53068,WR,Mason Kinsey
53073,DT,Teair Tart
53074,WR,Nick Westbrook-Ikhine
53079,FB,Reggie Gilliam
53085,G,Dieter Eiselen
53098,WR,Marquez Callaway
53117,WR,Kavontae Turpin
53244,WR,Michael Bandy
53315,OLB,Aaron Patrick
53430,QB,Trevor Lawrence
53431,QB,Zach Wilson
53432,QB,Trey Lance
53433,TE,Kyle Pitts
53434,WR,Ja'Marr Chase
53435,WR,Jaylen Waddle
53436,T,Penei Sewell
53437,CB,Jaycee Horn
53438,CB,Patrick Surtain
53439,WR,DeVonta Smith
53440,QB,Justin Fields
53441,OLB,Micah Parsons
53442,T,Rashawn Slater
53443,G,Alijah Vera-Tucker
53444,QB,Mac Jones
53445,OLB,Zaven Collins
53447,OLB,Jaelan Phillips
53448,OLB,Jamin Davis
53449,WR,Kadarius Toney
53450,DE,Kwity Paye
53451,CB,Caleb Farley
53452,T,Christian Darrisaw
53453,RB,Najee Harris
53454,RB,Travis Etienne
53455,CB,Greg Newsome
53456,WR,Rashod Bateman
53457,DE,Payton Turner
53458,CB,Eric Stokes
53459,DE,Gregory Rousseau
53460,OLB,Odafe Oweh
53461,OLB,Joe Tryon
53462,CB,Tyson Campbell
53463,WR,Elijah Moore
53464,RB,Javonte Williams
53465,FS,Jevon Holland
53466,G,Landon Dickerson
53467,DT,Christian Barmore
53468,T,Teven Jenkins
53469,SS,Richie Grant
53471,T,Liam Eichenberg
53472,FS,Trevon Moehrig
53473,CB,Kelvin Joseph
53474,T,Walker Little
53476,CB,Asante Samuel
53477,G,Aaron Banks
53478,WR,Rondale Moore
53479,OLB,Azeez Ojulari
53480,T,Samuel Cosmi
53481,OLB,Jeremiah Owusu-Koramoah
53482,T,Dillon Radunz
53483,DE,Dayo Odeyingbo
53484,TE,Pat Freiermuth
53485,WR,D'Wayne Eskridge
53486,WR,Tutu Atwell
53487,ILB,Nick Bolton
53488,WR,Terrace Marshall
53489,OLB,Pete Werner
53490,DE,Carlos Basham
53491,C,Josh Myers
53492,C,Creed Humphrey
53494,SS,Andre Cisco
53496,QB,Davis Mills
53498,DE,Joseph Ossai
53499,T,Brady Christensen
53500,CB,Aaron Robinson
53501,NT,Alim McNeill
53502,DT,Milton Williams
53503,CB,Benjamin St-Juste
53504,DT,Osa Odighizuwa
53505,CB,Paulson Adebo
53506,WR,Josh Palmer
53508,DE,Malcolm Koonce
53509,OLB,Divine Deablo
53510,TE,Hunter Long
53511,WR,Dyami Brown
53512,TE,Tommy Tremble
53513,DE,Chauncey Golston
53514,WR,Amari Rodgers
53515,G,Wyatt Davis
53517,RB,Trey Sermon
53518,WR,Nico Collins
53519,OLB,Patrick Jones
53520,WR,Anthony Schwartz
53521,ILB,Monty Rice
53522,T,Spencer Brown
53524,C,Robert Hainsey
53526,TE,Tre' McKitty
53527,G,Quinn Meinerz
53530,CB,Ifeatu Melifonwu
53531,CB,Ambry Thomas
53532,ILB,Ernest Jones
53533,FS,Brandon Stephens
53534,ILB,Baron Browning
53535,DT,Jay Tufele
53536,RB,Michael Carter
53537,CB,Darren Hall
53538,WR,Dez Fitzpatrick
53539,T,James Hudson
53540,DE,Cam Sample
53541,WR,Amon-Ra St. Brown
53542,ILB,Derrick Barnes
53543,C,Drew Dalman
53545,OLB,Elerson Smith
53547,OLB,Chris Rumph
53549,RB,Rhamondre Stevenson
53551,NT,Tyler Shelvin
53552,CB,Zech McPhearson
53553,TE,John Bates
53554,FS,Camryn Bynum
53555,RB,Chuba Hubbard
53556,TE,Kylen Granson
53557,T,Dan Moore
53558,WR,Jaelon Darden
53559,CB,Robert Rochell
53560,WR,Tylan Wallace
53561,DT,Tommy Togiai
53564,OLB,Rashad Weaver
53565,CB,Marco Wilson
53568,G,D'Ante Smith
53570,WR,Jacob Harris
53571,T,Royce Newman
53574,TE,Luke Farrell
53575,ILB,Jamien Sherwood
53576,TE,Brevin Jordan
53577,DE,Ta'Quon Graham
53579,RB,Kenneth Gainwell
53580,T,Larry Borom
53581,FS,Caden Sterns
53582,OLB,Tony Fields
53583,CB,Michael Carter
53584,T,Jaylon Moore
53585,DE,Isaiahh Loudermilk
53586,WR,Ihmir Smith-Marsette
53587,DT,Daviyon Nixon
53588,G,Brenden Jaimes
53589,CB,Shaun Wade
53590,T,Tommy Doyle
53591,TE,Noah Gray
53592,SS,Darrick Forrest
53595,CB,Keith Taylor
53596,CB,Nate Hobbs
53599,OLB,Garret Wallow
53601,CB,Deommodore Lenoir
53602,DT,Tedarrell Slaton
53604,FS,Jason Pinnock
53607,CB,Shemar Jean-Charles
53608,WR,Simi Fehoko
53609,SS,Talanoa Hufanga
53611,OLB,Adetokunbo Ogundeji
53612,RB,Avery Williams
53615,ILB,Hamsah Nasirildeen
53616,WR,Frank Darby
53617,FS,Joshuah Bledsoe
53618,DT,Marlon Tuipulotu
53619,C,Trey Hill
53620,DE,Tarron Jackson
53621,DT,Quinton Bohanna
53623,RB,Elijah Mitchell
53624,DT,Roy Lopez
53625,RB,Gary Brightwell
53629,CB,Brandin Echols
53631,RB,Chris Evans
53633,WR,Shi Smith
53635,T,Landon Young
53638,WR,Jalen Camp
53639,OLB,Victor Dimukeje
53640,RB,Demetric Felton
53641,SS,Damar Hamlin
53642,CB,Rachad Wildgoose
53643,G,Cole Van Lanen
53645,OLB,Quincy Roche
53646,RB,Khalil Herbert
53647,QB,Sam Ehlinger
53649,ILB,Isaiah McDuffie
53655,G,Trey Smith
53656,SS,Israel Mukuamu
53658,WR,Mike Strachan
53661,DT,Phil Hoskins
53662,RB,Jake Funk
53663,ILB,Patrick Johnson
53665,G,Jack Anderson
53667,G,Matt Farniok
53668,OLB,Jonathon Cooper
53669,DE,William Bradley-King
53674,FS,Tre Norwood
53675,DE,Shaka Toney
53677,G,Will Fries
53678,WR,Ben Skowronek
53679,NT,Khyiris Tonga
53685,RB,Kylin Hill
53687,WR,Dax Milne
53703,RB,Deon Jackson
53707,WR,Tim Jones
53712,DT,Michael Dwumfour
53715,TE,Kenny Yeboah
53716,OLB,Milo Eifler
53727,T,Devery Hamilton
53732,WR,D.J. Turner
53739,TE,Shane Zylstra
53746,RB,Spencer Brown
53819,FS,Ar'Darius Washington
53854,CB,Nick McCloud
53855,TE,Quintin Morris
53861,G,Robert Jones
53868,T,Alaric Jackson
53883,CB,Dicaprio Bootle
53887,DE,Malik Herring
53894,DT,Marvin Wilson
53896,FB,Tory Carter
53897,TE,Miller Forristall
53900,DT,Naquan Jones
53932,FB,Adam Prentice
53941,T,Kayode Awosika
53946,TE,Jack Stoll
53953,CB,Jerry Jacobs
53957,CB,A.J. Parker
53959,TE,Brock Wright
54003,CB,Bryce Thompson
54006,T,Jake Curhan
54038,TE,Feleipe Franks
54042,RB,Caleb Huntley
54044,OLB,Kobe Jones
54428,WR,Maurice Alexander
54466,OLB,Travon Walker
54467,DE,Aidan Hutchinson
54468,CB,Derek Stingley
54469,CB,Ahmad Gardner
54470,OLB,Kayvon Thibodeaux
54471,T,Ikem Ekwonu
54472,T,Evan Neal
54473,WR,Drake London
54474,T,Charles Cross
54475,WR,Garrett Wilson
54476,WR,Chris Olave
54478,DT,Jordan Davis
54479,FS,Kyle Hamilton
54480,G,Kenyon Green
54481,WR,Jahan Dotson
54482,G,Zion Johnson
54483,WR,Treylon Burks
54485,QB,Kenny Pickett
54486,CB,Trent McDuffie
54487,ILB,Quay Walker
54488,CB,Kaiir Elam
54489,T,Tyler Smith
54490,C,Tyler Linderbaum
54491,DE,Jermaine Johnson
54492,ILB,Devin Lloyd
54493,DT,Devonte Wyatt
54494,G,Cole Strange
54495,DE,George Karlaftis
54496,FS,Dax Hill
54497,FS,Lewis Cine
54498,DE,Logan Hall
54499,WR,Christian Watson
54500,CB,Roger McCreary
54501,RB,Breece Hall
54502,FS,Jalen Pitre
54503,OLB,Arnold Ebiketie
54504,CB,Kyler Gordon
54505,OLB,Boye Mafe
54506,RB,Kenneth Walker
54508,WR,Wan'Dale Robinson
54511,DT,Josh Paschal
54512,DT,Phidarian Mathis
54513,SS,Jaquan Brisker
54514,CB,Alontae Taylor
54515,WR,Tyquan Thornton
54516,C,Cam Jurgens
54517,WR,George Pickens
54518,WR,Alec Pierce
54519,WR,Skyy Moore
54520,TE,Trey McBride
54521,DE,Sam Williams
54522,G,Luke Goedeke
54523,ILB,Troy Andersen
54524,G,Ed Ingram
54525,CB,Cam Taylor-Britt
54526,DE,Drake Jackson
54527,SS,Bryan Cook
54528,RB,James Cook
54529,OLB,Nik Bonitto
54530,C,Luke Fortner
54531,ILB,Brian Asamoah
54532,G,Joshua Ezeudu
54533,CB,Martin Emerson
54534,T,Nicholas Petit-Frere
54535,ILB,Chad Muma
54536,WR,Velus Jones
54537,T,Abraham Lucas
54538,TE,Jelani Woods
54540,ILB,Christian Harris
54541,DT,Travis Jones
54542,T,Bernhard Raimann
54543,DE,Alex Wright
54545,TE,Greg Dulcich
54546,CB,Cordale Flott
54547,OLB,DeAngelo Malone
54548,ILB,Nakobe Dean
54549,DE,DeMarvin Leal
54550,CB,Marcus Jones
54551,QB,Malik Willis
54552,OLB,Cameron Thomas
54553,WR,Jalen Tolbert
54554,OLB,Terrel Bernard
54555,G,Dylan Parham
54556,RB,Rachaad White
54558,RB,Tyrion Davis-Price
54560,DT,Zach Carter
54561,SS,Nick Cross
54562,SS,Kerby Joseph
54563,RB,Brian Robinson
54564,WR,David Bell
54565,OLB,Myjai Sanders
54566,TE,Jeremy Ruckert
54567,ILB,Channing Tindall
54568,OLB,Leo Chenal
54570,WR,Danny Gray
54571,TE,Cade Otton
54572,RB,Dameon Pierce
54573,DT,Perrion Winfrey
54574,CB,Coby Bryant
54575,T,Daniel Faalele
54576,T,Max Mitchell
54577,TE,Daniel Bellinger
54578,FS,Percy Butler
54579,FS,Dane Belton
54580,CB,Damarri Mathis
54581,DE,Eyioma Uwazurike
54582,DE,Micheal Clemons
54583,CB,Akayleb Evans
54584,CB,Jalyn Armour-Davis
54585,ILB,Brandon Smith
54586,CB,Jack Jones
54587,RB,Zamir White
54588,RB,Isaiah Spiller
54591,DT,Neil Farrell
54592,RB,Pierre Strong
54594,TE,Jake Ferguson
54596,RB,Hassan Haskins
54597,WR,Romeo Doubs
54599,G,Spencer Burford
54600,CB,Joshua Williams
54601,G,Cordell Volson
54602,QB,Bailey Zappe
54604,TE,Isaiah Likely
54605,T,Zach Tom
54606,CB,Damarion Williams
54607,CB,Cobie Durant
54608,TE,Chigoziem Okonkwo
54611,ILB,Micah McFadden
54612,DT,D.J. Davidson
54613,WR,Khalil Shakir
54614,TE,Cole Turner
54615,DT,Thomas Booker
54616,RB,Tyler Allgeier
54618,CB,Tariq Woolen
54619,RB,Snoop Conner
54622,CB,Zyon McCollum
54624,DT,Eric Johnson
54625,DT,Otito Ogbonnia
54627,WR,Montrell Washington
54628,WR,Kyle Philips
54632,CB,Daron Bland
54633,T,Braxton Jones
54635,TE,Teagan Quitoriano
54636,C,Luke Wattenberg
54637,CB,Samuel Womack
54639,DE,Dominique Robinson
54640,DT,Matthew Butler
54641,ILB,Damone Clark
54642,TE,James Mitchell
54643,DT,John Ridgeway
54644,OLB,Kingsley Enagbare
54646,OLB,Kyron Johnson
54648,RB,Kevin Harris
54650,CB,Christian Benford
54653,ILB,Malcolm Rodriguez
54654,OLB,Amare Barno
54656,WR,Jalen Nailor
54660,G,Jamaree Salyer
54663,TE,Grant Calcaterra
54665,DT,Sam Roberts
54666,RB,Keaontay Ingram
54667,WR,Mike Woods
54668,RB,Trestan Ebner
54671,DE,Matt Henningsen
54673,TE,Connor Heyward
54677,CB,Derion Kendrick
54680,C,Lecitus Smith
54683,TE,Ko Kieft
54686,CB,Tariq Castro-Fields
54687,CB,Montaric Brown
54688,DE,Isaiah Thomas
54696,OLB,Baylon Spector
54698,WR,Dareke Young
54702,CB,Chase Lucas
54703,T,Thayer Munford
54704,FS,Rodney Thomas
54705,CB,Christian Holmes
54708,CB,Jaylen Watson
54709,CB,Christian Matthew
54712,QB,Skylar Thompson
54716,RB,Isiah Pacheco
54717,DE,Jeff Gunter
54718,FS,Russ Yeast
54721,OLB,Jesse Luketa
54723,WR,Samori Toure
54725,RB,Zander Horvath
54727,QB,Brock Purdy
54733,NT,Donovan Jeter
54750,OLB,Keir Thomas
54758,OLB,De'Shaan Dixon
54778,CB,Jaylon Jones
54781,ILB,Jack Sanborn
54784,TE,Jake Tonges
54810,WR,Britain Covey
54827,DE,Joshua Onujiogu
54833,FS,Tony Adams
54846,TE,Armani Rogers
54850,WR,Kyric Mcgowan
54871,DE,DaMarcus Mitchell
54905,RB,Jaylen Warren
54915,FS,D'Anthony Bell
54931,WR,Tanner Conner
54936,CB,Kader Kohou
54937,SS,Verone McKinley
54938,WR,Braylon Sanders
54939,DT,Ben Stille
54948,NT,Marquan McCall
54949,OLB,Arron Mosby
55000,CB,Allan George
55014,RB,Raheem Blackshear
55016,DE,Kingsley Jonathan
55030,DT,Demetrius Taylor
55032,OLB,Tomon Fox
55042,FB,Troy Hairston
55043,OLB,Jake Hansen
55045,DT,Kurt Hinish
55071,WR,Kaylon Geiger
55087,OLB,Luiji Vilain
55104,CB,Sam Webb
55105,OLB,Luke Masterson
55113,RB,Jordan Mason
55125,G,Lewis Kidd
55133,WR,Rashid Shaheed
55145,RB,Ronnie Rivers
55149,FS,Markquese Bell
55151,RB,Malik Davis
55157,TE,Peyton Hendershot
55158,WR,Dennis Houston
55168,WR,Jared Bernhardt
55173,DT,Timmy Horne
55175,ILB,Nate Landman
55181,CB,Tre Avery
55190,DE,Sam Okuayinonu
55200,DT,Ryder Anderson
55212,ILB,Jake Hummel
55239,DT,Prince Emili
55240,CB,Ja'Marcus Ingram
55241,DT,C.J. Brewer
